kode_kemendagri;kode_pos;kelurahan;kecamatan;kota;provinsi
91.08.13.2006;98724;Bugubutu;Siriwo;Kabupaten Paniai;Papua
91.08.13.2007;98724;Dogomouto;Siriwo;Kabupaten Paniai;Papua
91.08.13.2008;98724;Giwo;Siriwo;Kabupaten Paniai;Papua
91.08.13.2009;98724;Nomokepota;Siriwo;Kabupaten Paniai;Papua
91.08.13.2010;98724;Eguai;Siriwo;Kabupaten Paniai;Papua
91.08.13.2011;98724;Degatadi;Siriwo;Kabupaten Paniai;Papua
91.08.13.2012;98724;Uwoyupi;Siriwo;Kabupaten Paniai;Papua
91.08.13.2013;98724;Wegekebo;Siriwo;Kabupaten Paniai;Papua
91.08.13.2014;98724;Yinotadi;Siriwo;Kabupaten Paniai;Papua
91.08.19.2001;98715;Kebo Ii;Kebo;Kabupaten Paniai;Papua
91.08.19.2004;98715;Togowa;Kebo;Kabupaten Paniai;Papua
91.08.19.2005;98715;Ibumaida;Kebo;Kabupaten Paniai;Papua
91.08.19.2009;98715;Kagupagu;Kebo;Kabupaten Paniai;Papua
91.08.19.2010;98715;Ayaiga;Kebo;Kabupaten Paniai;Papua
91.08.19.2012;98715;Geibu;Kebo;Kabupaten Paniai;Papua
91.08.19.2013;98715;Yokadagi;Kebo;Kabupaten Paniai;Papua
91.08.19.2014;98715;Bunaida;Kebo;Kabupaten Paniai;Papua
91.08.19.2017;98715;Kedege;Kebo;Kabupaten Paniai;Papua
91.08.19.2018;98715;Uwaiye;Kebo;Kabupaten Paniai;Papua
91.08.19.2019;98715;Dawawa;Kebo;Kabupaten Paniai;Papua
91.08.19.2020;98715;Mugimeketago;Kebo;Kabupaten Paniai;Papua
91.08.19.2021;98715;Tuwamakida;Kebo;Kabupaten Paniai;Papua
91.08.20.2002;98726;Wotai;Yatamo;Kabupaten Paniai;Papua
91.08.20.2004;98726;Keniapa;Yatamo;Kabupaten Paniai;Papua
91.08.20.2005;98726;Memiyaibutu;Yatamo;Kabupaten Paniai;Papua
91.08.20.2006;98726;Dimiya;Yatamo;Kabupaten Paniai;Papua
91.08.20.2011;98726;Udaugi;Yatamo;Kabupaten Paniai;Papua
91.08.21.2002;98733;Pasir Putih;Ekadide;Kabupaten Paniai;Papua
91.08.21.2004;98733;Geida;Ekadide;Kabupaten Paniai;Papua
91.08.21.2005;98733;Widimeida;Ekadide;Kabupaten Paniai;Papua
91.08.21.2006;98733;Makidimi;Ekadide;Kabupaten Paniai;Papua
91.08.21.2007;98733;Iteuwo;Ekadide;Kabupaten Paniai;Papua
91.08.21.2008;98733;Ogeida;Ekadide;Kabupaten Paniai;Papua
91.08.21.2011;98733;Teguogi Pugaida;Ekadide;Kabupaten Paniai;Papua
91.08.21.2012;98733;Dabamomaida;Ekadide;Kabupaten Paniai;Papua
91.08.21.2013;98733;Baguwo;Ekadide;Kabupaten Paniai;Papua
91.08.21.2014;98733;Keneugi;Ekadide;Kabupaten Paniai;Papua
91.08.21.2021;98733;Debamomaida;Ekadide;Kabupaten Paniai;Papua
91.08.21.2022;98733;Tegougipugaida;Ekadide;Kabupaten Paniai;Papua
91.08.22.1006;98717;Badawo;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2001;98717;Uwamani;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2002;98717;Muyadebe;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2003;98717;Woubutu;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2004;98717;Kugitadi;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2005;98717;Kobauyagapa;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2007;98717;Geko;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2008;98717;Kinou;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2009;98717;Toko;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2010;98717;Yagiyo Butu;Wegee Muka;Kabupaten Paniai;Papua
91.08.22.2011;98717;Obaidagi;Wegee Muka;Kabupaten Paniai;Papua
91.08.23.2001;98716;Dei;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2002;98716;Obaiyoweta;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2003;98716;Bubugiwo;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2004;98716;Yimouto;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2005;98716;Tamugauwo;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2006;98716;Dagouto;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2007;98716;Kopabutu;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2008;98716;Boutai;Wegee Bino;Kabupaten Paniai;Papua
91.08.23.2009;98716;Bukaduata;Wegee Bino;Kabupaten Paniai;Papua
91.08.24.2001;98719;Pugo;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2002;98719;Waidide;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2003;98719;Kopaidagi;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2004;98719;Uwibutu;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2005;98719;Tipago;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2006;98719;Boba;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2007;98719;Iyaidagi;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2008;98719;Iyaitadi;Pugo Dagi;Kabupaten Paniai;Papua
91.08.24.2009;98719;Walepo;Pugo Dagi;Kabupaten Paniai;Papua
91.08.25.2001;98721;Muyetadi;Muye;Kabupaten Paniai;Papua
91.08.25.2002;98721;Mogeya;Muye;Kabupaten Paniai;Papua
91.08.25.2003;98721;Epobutu;Muye;Kabupaten Paniai;Papua
91.08.25.2004;98721;Tiga Damuto;Muye;Kabupaten Paniai;Papua
91.08.25.2005;98721;Bebiyai;Muye;Kabupaten Paniai;Papua
91.08.25.2006;98721;Idaiyo;Muye;Kabupaten Paniai;Papua
91.08.25.2007;98721;Tinou;Muye;Kabupaten Paniai;Papua
91.08.25.2008;98721;Damuto;Muye;Kabupaten Paniai;Papua
91.08.25.2009;98721;Obaiyodimi;Muye;Kabupaten Paniai;Papua
91.08.25.2010;98721;Amopa;Muye;Kabupaten Paniai;Papua
91.08.26.2001;98722;Okeitadi;Nakama;Kabupaten Paniai;Papua
91.08.26.2002;98722;Kito;Nakama;Kabupaten Paniai;Papua
91.08.26.2003;98722;Geiketago;Nakama;Kabupaten Paniai;Papua
91.08.26.2004;98722;Kadiyai;Nakama;Kabupaten Paniai;Papua
91.08.26.2005;98722;Uwodege;Nakama;Kabupaten Paniai;Papua
91.08.26.2006;98722;Digiyo Tuwataida;Nakama;Kabupaten Paniai;Papua
91.08.26.2007;98722;Itoka;Nakama;Kabupaten Paniai;Papua
91.08.27.2001;98727;Ukauwo;Teluk Deya;Kabupaten Paniai;Papua
91.08.27.2002;98727;Waipa;Teluk Deya;Kabupaten Paniai;Papua
91.08.27.2003;98727;Ukago;Teluk Deya;Kabupaten Paniai;Papua
91.08.27.2004;98727;Totiyo;Teluk Deya;Kabupaten Paniai;Papua
91.08.27.2005;98727;Biyadide;Teluk Deya;Kabupaten Paniai;Papua
91.08.27.2006;98727;Pekege;Teluk Deya;Kabupaten Paniai;Papua
91.08.28.2001;98718;Panibagata;Yagai;Kabupaten Paniai;Papua
91.08.28.2002;98718;Pugaida;Yagai;Kabupaten Paniai;Papua
91.08.28.2003;98718;Awebutu;Yagai;Kabupaten Paniai;Papua
91.08.28.2004;98718;Ipuwa;Yagai;Kabupaten Paniai;Papua
91.08.28.2005;98718;Munayepa;Yagai;Kabupaten Paniai;Papua
91.08.28.2006;98718;Kebo I;Yagai;Kabupaten Paniai;Papua
91.08.28.2007;98718;Payogei;Yagai;Kabupaten Paniai;Papua
91.08.28.2008;98718;Detauwo;Yagai;Kabupaten Paniai;Papua
91.08.28.2009;98718;Yaibu;Yagai;Kabupaten Paniai;Papua
91.08.28.2010;98718;Woyouto;Yagai;Kabupaten Paniai;Papua
91.08.29.2001;98737;Youtadi;Youtadi;Kabupaten Paniai;Papua
91.08.29.2002;98737;Uwagi;Youtadi;Kabupaten Paniai;Papua
91.08.29.2003;98737;Ipouwa;Youtadi;Kabupaten Paniai;Papua
91.08.29.2004;98737;Munaiyepa;Youtadi;Kabupaten Paniai;Papua
91.08.29.2005;98737;Dokoneida;Youtadi;Kabupaten Paniai;Papua
91.08.29.2006;98737;Namutadi;Youtadi;Kabupaten Paniai;Papua
91.08.30.2001;98735;Nomouwodide;Baya Biru;Kabupaten Paniai;Papua
91.08.30.2002;98735;Pikokebo;Baya Biru;Kabupaten Paniai;Papua
91.08.30.2003;98735;Bayabiru;Baya Biru;Kabupaten Paniai;Papua
91.08.30.2004;98735;Jigitopa Timur;Baya Biru;Kabupaten Paniai;Papua
91.08.30.2005;98735;Maatadi;Baya Biru;Kabupaten Paniai;Papua
91.08.30.2006;98735;Pupekebo;Baya Biru;Kabupaten Paniai;Papua
91.08.31.2001;98725;Uwebutu;Deiyai Miyo;Kabupaten Paniai;Papua
91.08.31.2002;98725;Epouto;Deiyai Miyo;Kabupaten Paniai;Papua
91.08.31.2003;98725;Tugumo;Deiyai Miyo;Kabupaten Paniai;Papua
91.08.31.2004;98725;Tugu Kagomoma;Deiyai Miyo;Kabupaten Paniai;Papua
91.08.31.2005;98725;Deiyamo;Deiyai Miyo;Kabupaten Paniai;Papua
91.08.31.2006;98725;Miyamo;Deiyai Miyo;Kabupaten Paniai;Papua
91.08.32.2001;98742;Dogomo;Dogomo;Kabupaten Paniai;Papua
91.08.32.2002;98742;Bomog Budoga;Dogomo;Kabupaten Paniai;Papua
91.08.32.2003;98742;Danggipa;Dogomo;Kabupaten Paniai;Papua
91.08.32.2004;98742;Odegapa;Dogomo;Kabupaten Paniai;Papua
91.08.32.2005;98742;Sogomo;Dogomo;Kabupaten Paniai;Papua
91.08.33.2001;98732;Deta;Aweida;Kabupaten Paniai;Papua
91.08.33.2002;98732;Tuguwai;Aweida;Kabupaten Paniai;Papua
91.08.33.2003;98732;Tuwogai Moma;Aweida;Kabupaten Paniai;Papua
91.08.33.2004;98732;Bumaida;Aweida;Kabupaten Paniai;Papua
91.08.33.2005;98732;Debaiye;Aweida;Kabupaten Paniai;Papua
91.08.33.2006;98732;Akoubaida;Aweida;Kabupaten Paniai;Papua
91.08.33.2007;98732;Komopa;Aweida;Kabupaten Paniai;Papua
91.08.33.2008;98732;Yabomaida;Aweida;Kabupaten Paniai;Papua
91.08.33.2009;98732;Yabomaida Ii;Aweida;Kabupaten Paniai;Papua
91.08.34.2001;98734;Obaipugaida;Topiyai;Kabupaten Paniai;Papua
91.08.34.2002;98734;Eyagitaida;Topiyai;Kabupaten Paniai;Papua
91.08.34.2003;98734;Momageida;Topiyai;Kabupaten Paniai;Papua
91.08.34.2004;98734;Ekauwiya;Topiyai;Kabupaten Paniai;Papua
91.08.34.2005;98734;Debakebouda;Topiyai;Kabupaten Paniai;Papua
91.08.34.2006;98734;Kaidoutadi;Topiyai;Kabupaten Paniai;Papua
91.08.34.2007;98734;Pogeidimi;Topiyai;Kabupaten Paniai;Papua
91.08.34.2008;98734;Okonobaida;Topiyai;Kabupaten Paniai;Papua
91.08.34.2009;98734;Gakokotu;Topiyai;Kabupaten Paniai;Papua
91.08.34.2010;98734;Kegama;Topiyai;Kabupaten Paniai;Papua
91.09.01.1001;99952;Koperapoka;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1002;99952;Kwamki;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1007;99952;Timika Jaya;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1026;99952;Sempan;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1027;99952;Pasar Sentral;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1028;99952;Wanagon;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1029;99952;Kebun Sirih;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1030;99952;Otomona;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1031;99952;Perintis;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1032;99952;Dingo Narama;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.1033;99952;Timika Indah;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.2010;99952;Nayaro;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.2012;99952;Minabua;Mimika Baru;Kabupaten Mimika;Papua
91.09.01.2013;99952;Hangaitji;Mimika Baru;Kabupaten Mimika;Papua
91.09.02.2001;99964;Kiliarma;Agimuga;Kabupaten Mimika;Papua
91.09.02.2002;99964;Amungun;Agimuga;Kabupaten Mimika;Papua
91.09.02.2003;99964;Aramsolki;Agimuga;Kabupaten Mimika;Papua
91.09.02.2004;99964;Fakafuku;Agimuga;Kabupaten Mimika;Papua
91.09.02.2005;99964;Masasimamo;Agimuga;Kabupaten Mimika;Papua
91.09.02.2006;99964;Emogoma;Agimuga;Kabupaten Mimika;Papua
91.09.02.2007;99964;Emkoma Halama;Agimuga;Kabupaten Mimika;Papua
91.09.02.2008;99964;Hinat Untung;Agimuga;Kabupaten Mimika;Papua
91.09.03.1001;99962;Wania;Mimika Timur;Kabupaten Mimika;Papua
91.09.03.2002;99962;Kaugapa;Mimika Timur;Kabupaten Mimika;Papua
91.09.03.2003;99962;Poumako;Mimika Timur;Kabupaten Mimika;Papua
91.09.03.2004;99962;Tipuka;Mimika Timur;Kabupaten Mimika;Papua
91.09.03.2005;99962;Muare;Mimika Timur;Kabupaten Mimika;Papua
91.09.03.2007;99962;Hiripau;Mimika Timur;Kabupaten Mimika;Papua
91.09.04.2001;99975;Kokonao;Mimika Barat;Kabupaten Mimika;Papua
91.09.04.2002;99975;Migiwia;Mimika Barat;Kabupaten Mimika;Papua
91.09.04.2003;99975;Kiura;Mimika Barat;Kabupaten Mimika;Papua
91.09.04.2004;99975;Mimika;Mimika Barat;Kabupaten Mimika;Papua
91.09.04.2011;99975;Aparuka;Mimika Barat;Kabupaten Mimika;Papua
91.09.04.2012;99975;Atapo;Mimika Barat;Kabupaten Mimika;Papua
91.09.04.2013;99975;Apuri;Mimika Barat;Kabupaten Mimika;Papua
91.09.05.2001;99965;Sempan Timur;Jita;Kabupaten Mimika;Papua
91.09.05.2002;99965;Wenin;Jita;Kabupaten Mimika;Papua
91.09.05.2003;99965;Noema;Jita;Kabupaten Mimika;Papua
91.09.05.2004;99965;Wapu;Jita;Kabupaten Mimika;Papua
91.09.05.2005;99965;Sumapro;Jita;Kabupaten Mimika;Papua
91.09.05.2006;99965;Wacakam;Jita;Kabupaten Mimika;Papua
91.09.05.2007;99965;Waituku;Jita;Kabupaten Mimika;Papua
91.09.05.2008;99965;Bulumen;Jita;Kabupaten Mimika;Papua
91.09.05.2009;99965;Kanmapiri;Jita;Kabupaten Mimika;Papua
91.09.05.2010;99965;Jaitak;Jita;Kabupaten Mimika;Papua
91.09.06.2001;99961;Jila;Jila;Kabupaten Mimika;Papua
91.09.06.2002;99961;Diloa;Jila;Kabupaten Mimika;Papua
91.09.06.2003;99961;Noemun;Jila;Kabupaten Mimika;Papua
91.09.06.2006;99961;Pasir Putih;Jila;Kabupaten Mimika;Papua
91.09.06.2007;99961;Jengkon;Jila;Kabupaten Mimika;Papua
91.09.06.2008;99961;Pilik Ogom;Jila;Kabupaten Mimika;Papua
91.09.06.2009;99961;Bunaraugin;Jila;Kabupaten Mimika;Papua
91.09.06.2010;99961;Umpliga;Jila;Kabupaten Mimika;Papua
91.09.06.2011;99961;Amua Ogom;Jila;Kabupaten Mimika;Papua
91.09.06.2022;99961;Pusuwe;Jila;Kabupaten Mimika;Papua
91.09.06.2024;99961;Wandud;Jila;Kabupaten Mimika;Papua
91.09.06.2025;99961;Diloa Dua;Jila;Kabupaten Mimika;Papua
91.09.07.2001;99971;Ayuka;Mimika Timur Jauh;Kabupaten Mimika;Papua
91.09.07.2002;99971;Amamapare;Mimika Timur Jauh;Kabupaten Mimika;Papua
91.09.07.2003;99971;Ohotya;Mimika Timur Jauh;Kabupaten Mimika;Papua
91.09.07.2004;99971;Omawita;Mimika Timur Jauh;Kabupaten Mimika;Papua
91.09.07.2005;99971;Fanamo;Mimika Timur Jauh;Kabupaten Mimika;Papua
91.09.08.2001;99972;Atuka;Mimika Tengah;Kabupaten Mimika;Papua
91.09.08.2002;99972;Tiwaka;Mimika Tengah;Kabupaten Mimika;Papua
91.09.08.2003;99972;Keakwa;Mimika Tengah;Kabupaten Mimika;Papua
91.09.08.2004;99972;Aikawapuka;Mimika Tengah;Kabupaten Mimika;Papua
91.09.08.2005;99972;Kamoro;Mimika Tengah;Kabupaten Mimika;Papua
91.09.09.1001;99969;Kuala Kencana;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.1005;99969;Karang Senang;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2006;99969;Utikini Baru;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2007;99969;Bhintuka;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2008;99969;Tioka Kencana;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2009;99969;Mimika Gunung;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2010;99969;Karya Kencana;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2011;99969;Utikini Dua;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2012;99969;Utikini Tiga;Kuala Kencana;Kabupaten Mimika;Papua
91.09.09.2013;99969;Jimbi;Kuala Kencana;Kabupaten Mimika;Papua
91.09.10.1001;99967;Tembagapura;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2002;99967;Waa;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2003;99967;Arwanop;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2004;99967;Tsinga;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2006;99967;Jagamin;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2007;99967;Banigogom;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2008;99967;Opitawak;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2009;99967;Doliningokngin;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2013;99967;Banti Dua;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2014;99967;Aingogin;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2015;99967;Baluni;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2016;99967;Noselanop;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2017;99967;Meningimponogama;Tembagapura;Kabupaten Mimika;Papua
91.09.10.2018;99967;Jongkogama;Tembagapura;Kabupaten Mimika;Papua
91.09.11.2001;99974;Potowai Buru;Mimika Barat Jauh;Kabupaten Mimika;Papua
91.09.11.2002;99974;Yapkoka;Mimika Barat Jauh;Kabupaten Mimika;Papua
91.09.11.2003;99974;Aindua;Mimika Barat Jauh;Kabupaten Mimika;Papua
91.09.11.2004;99974;Tapomai;Mimika Barat Jauh;Kabupaten Mimika;Papua
91.09.11.2005;99974;Umar;Mimika Barat Jauh;Kabupaten Mimika;Papua
91.09.12.2001;99976;Kapiraya;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2002;99976;Uta;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2003;99976;Mupuruka;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2004;99976;Wumuka;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2005;99976;Akar;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2006;99976;Mapar;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2007;99976;Kipia;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2008;99976;Pronggo;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.12.2009;99976;Wakia;Mimika Barat Tengah;Kabupaten Mimika;Papua
91.09.13.1001;99951;Harapan;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2002;99951;Meekurima;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2003;99951;Landun Mekar;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2004;99951;Olaroa;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2005;99951;Bintang Lima;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2006;99951;Damai;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2007;99951;Walani;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2008;99951;Amole;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2009;99951;Lamopi;Kwamki Narama;Kabupaten Mimika;Papua
91.09.13.2010;99951;Tunas Matoa;Kwamki Narama;Kabupaten Mimika;Papua
91.09.14.2001;99960;Hoya;Hoya;Kabupaten Mimika;Papua
91.09.14.2002;99960;Mamontoga;Hoya;Kabupaten Mimika;Papua
91.09.14.2003;99960;Jinonin;Hoya;Kabupaten Mimika;Papua
91.09.14.2004;99960;Kulama Ogom;Hoya;Kabupaten Mimika;Papua
91.09.14.2005;99960;Puti;Hoya;Kabupaten Mimika;Papua
91.09.14.2006;99960;Jawa;Hoya;Kabupaten Mimika;Papua
91.09.15.2001;99968;Limau Asri Timur;Iwaka;Kabupaten Mimika;Papua
91.09.15.2002;99968;Wangirja;Iwaka;Kabupaten Mimika;Papua
91.09.15.2003;99968;Iwaka;Iwaka;Kabupaten Mimika;Papua
91.09.15.2004;99968;Naena Muktipura;Iwaka;Kabupaten Mimika;Papua
91.09.15.2005;99968;Mulia Kencana;Iwaka;Kabupaten Mimika;Papua
91.09.15.2006;99968;Pigapu;Iwaka;Kabupaten Mimika;Papua
91.09.15.2007;99968;Limau Asri Barat;Iwaka;Kabupaten Mimika;Papua
91.09.16.1002;99963;Kamoro Jaya;Wania;Kabupaten Mimika;Papua
91.09.16.1003;99963;Wonosari Jaya;Wania;Kabupaten Mimika;Papua
91.09.16.1005;99963;Inauga;Wania;Kabupaten Mimika;Papua
91.09.16.2001;99963;Kadun Jaya;Wania;Kabupaten Mimika;Papua
91.09.16.2004;99963;Nawaripi;Wania;Kabupaten Mimika;Papua
91.09.16.2006;99963;Mawokau Jaya;Wania;Kabupaten Mimika;Papua
91.09.16.2007;99963;Mandiri Jaya;Wania;Kabupaten Mimika;Papua
91.09.17.2001;99973;Amar;Amar;Kabupaten Mimika;Papua
91.09.17.2002;99973;Kawar;Amar;Kabupaten Mimika;Papua
91.09.17.2003;99973;Manuare;Amar;Kabupaten Mimika;Papua
91.09.17.2004;99973;Ipiri;Amar;Kabupaten Mimika;Papua
91.09.17.2005;99973;Paripi;Amar;Kabupaten Mimika;Papua
91.09.17.2006;99973;Yaraya;Amar;Kabupaten Mimika;Papua
91.09.18.2001;99966;Enggin;Alama;Kabupaten Mimika;Papua
91.09.18.2002;99966;Alama;Alama;Kabupaten Mimika;Papua
91.09.18.2003;99966;Senawak;Alama;Kabupaten Mimika;Papua
91.09.18.2004;99966;Unimogom;Alama;Kabupaten Mimika;Papua
91.09.18.2005;99966;Bemoki;Alama;Kabupaten Mimika;Papua
91.09.18.2006;99966;Tagaralma;Alama;Kabupaten Mimika;Papua
91.09.18.2007;99966;Geselema;Alama;Kabupaten Mimika;Papua
91.09.18.2008;99966;Wuarem;Alama;Kabupaten Mimika;Papua
91.09.18.2009;99966;Jenggelo;Alama;Kabupaten Mimika;Papua
91.09.18.2010;99966;Purua;Alama;Kabupaten Mimika;Papua
91.09.18.2011;99966;Kilmit;Alama;Kabupaten Mimika;Papua
91.10.01.1001;99373;Mararena;Sarmi;Kabupaten Sarmi;Papua
91.10.01.1002;99373;Sarmi Kota;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2003;99373;Sarmo;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2004;99373;Liki;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2006;99373;Sawar;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2007;99373;Bagaiserwar;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2014;99373;Armo;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2018;99373;Bagaisewar Ii;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2019;99373;Pulau Armo;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2020;99373;Lembah Neidam;Sarmi;Kabupaten Sarmi;Papua
91.10.01.2021;99373;Tefarewar;Sarmi;Kabupaten Sarmi;Papua
91.10.02.2001;99372;Bota-bora;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2002;99372;Toganto;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2003;99372;Samanente;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2004;99372;Kanderjan;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2005;99372;Omte;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2006;99372;Safrom Tane;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2007;99372;Denender;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2009;99372;Safron Tane;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2010;99372;Denander;Tor Atas;Kabupaten Sarmi;Papua
91.10.02.2011;99372;Waaf;Tor Atas;Kabupaten Sarmi;Papua
91.10.03.2005;99375;Mertewar;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2006;99375;Samorkena;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2007;99375;Arbais;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2008;99375;Kapeso;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2009;99375;Masep;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2012;99375;Nisro;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2013;99375;Aruswar;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2014;99375;Kamenawari;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2015;99375;Waim;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2016;99375;Subu;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2017;99375;Karfasia;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2023;99375;Burgena;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2024;99375;Webro;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2025;99375;Siantoa;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2026;99375;Niwerawar;Pantai Barat;Kabupaten Sarmi;Papua
91.10.03.2027;99375;Wari;Pantai Barat;Kabupaten Sarmi;Papua
91.10.04.2001;99370;Ansudu;Pantai Timur;Kabupaten Sarmi;Papua
91.10.04.2002;99370;Betaf;Pantai Timur;Kabupaten Sarmi;Papua
91.10.04.2003;99370;Yamben;Pantai Timur;Kabupaten Sarmi;Papua
91.10.04.2010;99370;Sunum;Pantai Timur;Kabupaten Sarmi;Papua
91.10.04.2011;99370;Komra;Pantai Timur;Kabupaten Sarmi;Papua
91.10.04.2013;99370;Betaf Dua;Pantai Timur;Kabupaten Sarmi;Papua
91.10.04.2014;99370;Ansudu Dua;Pantai Timur;Kabupaten Sarmi;Papua
91.10.05.2004;99381;Armopa;Bonggo;Kabupaten Sarmi;Papua
91.10.05.2005;99381;Tarontha Srum;Bonggo;Kabupaten Sarmi;Papua
91.10.05.2006;99381;Anus;Bonggo;Kabupaten Sarmi;Papua
91.10.05.2007;99381;Kiren;Bonggo;Kabupaten Sarmi;Papua
91.10.05.2008;99381;Maweswares;Bonggo;Kabupaten Sarmi;Papua
91.10.05.2010;99381;Bebon Jaya;Bonggo;Kabupaten Sarmi;Papua
91.10.05.2011;99381;Tetom;Bonggo;Kabupaten Sarmi;Papua
