kode_kemendagri;kode_pos;kelurahan;kecamatan;kota;provinsi
11.02.02.2001;24676;Bukit Merdeka;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2002;24676;Darul Aman;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2003;24676;Lawe Kesumpat;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2004;24676;Lawe Tua Gabungan;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2005;24676;Lawe Sigala Ii;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2006;24676;Lawe Sigala Timur;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2007;24676;Lawe Sigala Barat;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2008;24676;Suka Damai;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2009;24676;Kute Tengah;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2010;24676;Tanah Baru;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2011;24676;Kedataran Gabungan;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2012;24676;Gabungan Parsaroan;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2013;24676;Lawe Loning Gabungan;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2014;24676;Lawe Loning Aman;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2015;24676;Suka Maju;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2016;24676;Lawe Tua Makmur;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2017;24676;Lawe Tua Persatuan;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2018;24676;Lawe Serke;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2019;24676;Lawe Rakat;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2020;24676;Suka Jaya;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2021;24676;Enmiya Batu Dua Ratus;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2022;24676;Sebungke;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2023;24676;Bukit Sepakat;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2024;24676;Lawe Loning Sepakat;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2025;24676;Lawe Loning I;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2026;24676;Gaya Jaya;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2027;24676;Gelah Musara;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2028;24676;Mulie Dame;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2029;24676;Lawe Loning Hakhapen;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2030;24676;Karya Indah;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2031;24676;Kayu Mbelin;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2032;24676;Lawe Sigala Barat Jaya;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2033;24676;Lawe Pekhidinen;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2034;24676;Kertimbang;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.02.2035;24676;Ndauh Nitenggo;Lawe Sigala-Gala;Kabupaten Aceh Tenggara;Aceh
11.02.03.2001;24672;Bambel Gabungan;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2002;24672;Kisam;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2005;24672;Lawe Hijo;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2006;24672;Pinding;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2009;24672;Terutung Megara Asli;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2011;24672;Biak Muli;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2012;24672;Kute Lang-lang;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2013;24672;Pedesi;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2014;24672;Terutung Payung Hulu;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2015;24672;Terutung Payung Hilir;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2016;24672;Tualang Sembilar;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2017;24672;Kuning I;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2018;24672;Kuning Ii;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2019;24672;Cinta Damai;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2020;24672;Likat;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2021;24672;Rikit;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2023;24672;Bambel;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2025;24672;Lawe Kihing;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2026;24672;Terutung Seperai;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2027;24672;Kute Seri;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2028;24672;Kuta Antara;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2029;24672;Pulo Perengge;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2031;24672;Pulo Kendondong;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2033;24672;Pancakh Iman;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2034;24672;Biak Muli Baru;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2035;24672;Biak Muli Pantai Raja;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2036;24672;Biak Muli Sejahtera;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2037;24672;Lembah Haji;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2038;24672;Terutung Payunggabungan;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2039;24672;Lawe Hijo Metuah;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2040;24672;Ampera;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2041;24672;Tembilakh Mbakhu;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.03.2042;24672;Kute Lang-lang Bakhu;Bambel;Kabupaten Aceh Tenggara;Aceh
11.02.04.2001;24664;Kota Kutacane;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2002;24664;Perapat Hilir;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2003;24664;Perapat Hulu;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2004;24664;Muara Lawe Bulan;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2005;24664;Mbarung;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2006;24664;Batu Mbulan Asli;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2007;24664;Batu Mbulan I;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2008;24664;Batu Mbulan Ii;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2009;24664;Kampung Raja;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2010;24664;Pulonas;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2011;24664;Kampung Melayu Gabungan;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2012;24664;Terutung Pedi;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2013;24664;Kute Rih;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2014;24664;Gumpang Jaya;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2015;24664;Pulo Latong;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2016;24664;Kutacane Lama;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2017;24664;Batu Mbulan Mbaru;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2018;24664;Pulo Peding;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2019;24664;Mendabe;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2020;24664;Ujung Barat;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2021;24664;Pekhapat Titi Panjang;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2022;24664;Pekhapat Sepakat;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2023;24664;Alas Marantcar;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2024;24664;Batu Mbulan Sepakat;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2025;24664;Pulo Sanggakh;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2026;24664;Melayu I;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.04.2027;24664;Mbarung Datuk Saudane;Babussalam;Kabupaten Aceh Tenggara;Aceh
11.02.05.2005;24666;Salang Alas;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2009;24666;Kuta Pasir;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2011;24666;Purwodadi;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2012;24666;Kuta Tinggi;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2013;24666;Kampung Baru;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2014;24666;Peranginan;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2015;24666;Natam;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2025;24666;Kumbang Jaya;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2026;24666;Kumbang Indah;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2027;24666;Natam Baru;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2029;24666;Deleng Megakhe;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2030;24666;Lawe Bekung;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2031;24666;Lawe Bekung Tampahan;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2032;24666;Badar Indah;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2033;24666;Batu Mbekhong;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2034;24666;Tanah Merah;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2035;24666;Tanoh Megakhe;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.05.2036;24666;Lawe Sekerah;Badar;Kabupaten Aceh Tenggara;Aceh
11.02.06.2001;24673;Pardomuan Ii;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2002;24673;Lawe Desky I;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2003;24673;Lawe Desky Sabas;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2004;24673;Pardomuan I;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2005;24673;Cinta Damai;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2006;24673;Pardamean;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2007;24673;Lawe Desky Tongah;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2008;24673;Kute Bakti;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2010;24673;Muara Situlen;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2011;24673;Sejahtera;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2012;24673;Kute Makmur;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2013;24673;Pardamean;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2014;24673;Lawe Mantik;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2015;24673;Cinta Makmur;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2016;24673;Muara Setia;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2017;24673;Tanoh Alas;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2018;24673;Sejahtera Baru;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2024;24673;Lawe Tawakh;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2025;24673;Sabilussalam;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2026;24673;Lawe Desky Jaya;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.06.2027;24673;Pintu Alas;Babul Makmur;Kabupaten Aceh Tenggara;Aceh
11.02.07.2001;24663;Gulo;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2002;24663;Pulo Piku;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2003;24663;Terutung Kute;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2004;24663;Kute Ujung;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2005;24663;Lawe Stul;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2006;24663;Kite Merangun;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2007;24663;Mamas;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2008;24663;Tanjung Lama;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2009;24663;Tanjung Muda;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2010;24663;Rambung Teldak;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2011;24663;Tanjung Aman;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2012;24663;Sri Muda;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2013;24663;Ujung Baru;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2014;24663;Kute Rambe;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2015;24663;Mamas Baru;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2016;24663;Rambung Jaya;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2017;24663;Makmur Jaya;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2018;24663;Darul Makmur;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2019;24663;Tanjung Bakhu;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2020;24663;Pulo Gabung;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2021;24663;Kokhtan Jaya;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2022;24663;Istiqamah;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2023;24663;Lawe Mamas Indah;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2024;24663;Tanjung Leuser;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2025;24663;Simpang Iv Tanjung;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2026;24663;Lawe Pinis;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2027;24663;Buntul Kendawi;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.07.2028;24663;Kuning Abadi;Darul Hasanah;Kabupaten Aceh Tenggara;Aceh
11.02.08.2001;24665;Pasir Gala;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2002;24665;Pasir Penjengakan;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2003;24665;Kutambaru;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2004;24665;Lawe Sagu Hulu;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2005;24665;Lawe Sagu Hilir;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2006;24665;Kute Bantil;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2011;24665;Lawe Kolok;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2012;24665;Lawe Rutung;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2013;24665;Kampung Nangka;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2014;24665;Tenembak Juhar;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2015;24665;Simpang Empat;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2016;24665;Kuta Buluh Botong;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2017;24665;Katambaru Becawan;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2018;24665;Lawe Kinge;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2019;24665;Kandang Mbelang Mandiri;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2020;24665;Mbacang Racun;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2021;24665;Telaga Mekar;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2023;24665;Pulonas Baru;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2025;24665;Kuta Genting;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2026;24665;Lawe Sagu Baru;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2027;24665;Lawe Sagu;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2028;24665;Pekhapet Timur;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2029;24665;Bahagia;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.08.2030;24665;Kute Galuh Asli;Lawe Bulan;Kabupaten Aceh Tenggara;Aceh
11.02.09.2001;24671;Kute Lengat Pangan;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2002;24671;Kute Lengat Selian;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2003;24671;Tualang Baru;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2004;24671;Alur Buluh;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2005;24671;Maha Singkil;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2006;24671;Tenembak Bintang;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2007;24671;Kute Lingga;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2008;24671;Rikit Bur;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2010;24671;Kerukunan;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2011;24671;Lawe Dua;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2012;24671;Rema;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2013;24671;Bambel Baru;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2014;24671;Pejuang;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2015;24671;Darussalam;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2016;24671;Amaliah;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2017;24671;Sebudi Jaya;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2018;24671;Gumpang;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2019;24671;Kute Gekhat;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2020;24671;Paye Khambung;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2021;24671;Mbak Sako;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2022;24671;Darul Imami;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2023;24671;Rikit Bur Ii;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.09.2024;24671;Kute Empat Lima;Bukit Tusam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2001;24678;Simpang Semadam;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2002;24678;Semadam Awal;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2003;24678;Semadam Asal;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2004;24678;Lawe Kinga Gabungan;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2005;24678;Lawe Kinga Tebing Tinggi;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2006;24678;Kebun Sere;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2007;24678;Lawe Beringin Horas;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2008;24678;Lawe. Berigin Gayo;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2009;24678;Suka Makmur;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2010;24678;Pasar Puntung;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2011;24678;Titi Pasir;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2012;24678;Lawe Petanduk I;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2013;24678;Ngkeran Alur Buluh;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2014;24678;Kampung Baru;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2015;24678;Sepakat Segenap;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2016;24678;Selamat Indah;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2017;24678;Lawe Kinge Lapter;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2018;24678;Lawe Mejile;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.10.2019;24678;Lawe Petanduk-ii;Semadam;Kabupaten Aceh Tenggara;Aceh
11.02.11.2004;24675;Titi Mas;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2005;24675;Meranti;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2006;24675;Kute Lang-lang;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2007;24675;Lawe Sumur;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2008;24675;Pardamaian;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2009;24675;Salim Pipit;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2010;24675;Penguhapan;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2011;24675;Lumban Tua;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2012;24675;Mutiara Damai;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2013;24675;Dolok Nauli;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2014;24675;Tuhi Jongkat;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2015;24675;Uning Sigugur;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2016;24675;Lumban Sitio-tio;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2017;24675;Lawe Malum;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2018;24675;Alur Baning;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2019;24675;Lingga Alas;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2020;24675;Khambung Tumbung;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2021;24675;Tuah Mesade;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2022;24675;Sumukh Alas;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2023;24675;Alukh Bakhu;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2024;24675;Sepekhinding;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2025;24675;Tanoh Subukh;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2026;24675;Pinggan Mbelang;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2027;24675;Sigai Indah;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2028;24675;Ukekh Deleng;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2029;24675;Alas Mesikhat;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.11.2030;24675;Titi Hakhapen;Babul Rahmah;Kabupaten Aceh Tenggara;Aceh
11.02.12.2001;24662;Aunan Sepakat;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2002;24662;Lawe Penanggalan;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2003;24662;Lawe Mengkudu;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2004;24662;Jambur Lak-lak;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2005;24662;Simpang Tiga Jongar;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2006;24662;Jongar Asli;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2007;24662;Ketambe;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2008;24662;Rumah Bundar;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2009;24662;Penyeberangan Cingkam;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2010;24662;Deleng Damar;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2011;24662;Bintang Bener;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2012;24662;Suka Rimbun;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2013;24662;Lawe Aunan;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2014;24662;Bener Bepapah;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2015;24662;Penungkunen;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2016;24662;Datok Pining;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2017;24662;Kati Maju;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2018;24662;Leuser;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2019;24662;Jati Sara;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2020;24662;Bukit Mbakhu;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2021;24662;Kayu Metangur;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2022;24662;Lawe Sembekan;Ketambe;Kabupaten Aceh Tenggara;Aceh
11.02.12.2023;24662;Lawe Beringin;Ketambe;Kabupaten Aceh Tenggara;Aceh
